sim time[s],generated time[s],received time[s],queue_owner,ID UAV,ID pkt,priority,type,size file[bit],cnt packet_sent,total pkt,state,total load [bps],bit tot lost[bps],bit relay lost[bps],bit UAVs lost[bps],bit lost congestion[bps],bit cong relay lost[bps],bit cong UAVs lost,bit lost expired[bps],bit exp relay lost[bps],bit exp UAVs lost,delta_t_msg
37.850745204328696,32.72224023480471,37.850745204328696,relay,9,120,0,jpg,2400,50,55.0,RECEIVED,10174.7534406788,811.6088556292623,33.817035651219264,777.791819978043,0.0,0.0,0.0,811.6088556292623,33.817035651219264,777.791819978043,4
37.89917964415208,32.72224023480471,37.89917964415208,relay,9,121,0,jpg,2400,51,55.0,RECEIVED,10225.076205832742,810.571634754109,33.77381811475454,776.7978166393544,0.0,0.0,0.0,810.571634754109,33.77381811475454,776.7978166393544,4
37.947614459984294,32.72224023480471,37.947614459984294,relay,9,122,0,jpg,2400,52,55.0,RECEIVED,10275.270410243369,809.5370535714227,33.730710565475945,775.8063430059467,0.0,0.0,0.0,809.5370535714227,33.730710565475945,775.8063430059467,4
37.99604965182931,32.72224023480471,37.99604965182931,relay,9,123,0,jpg,2400,53,55.0,RECEIVED,10325.336544061278,808.505102017125,33.68771258404687,774.817389433078,0.0,0.0,0.0,808.505102017125,33.68771258404687,774.817389433078,4
38.04448521969108,32.72224023480471,38.04448521969108,relay,9,124,0,jpg,2400,54,55.0,RECEIVED,10375.275094948573,807.4757700782327,33.64482375325969,773.8309463249731,0.0,0.0,0.0,807.4757700782327,33.64482375325969,773.8309463249731,4
38.07052116357357,32.72224023480471,38.07052116357357,relay,9,126,1,json,1280,1,1,RECEIVED,10401.801391122024,806.9235476974071,33.62181448739196,773.3017332100151,0.0,0.0,0.0,806.9235476974071,33.62181448739196,773.3017332100151,4
38.16981345955036,32.72263523974825,38.16981345955036,relay,9,184,0,jpg,2201,59,59.0,RECEIVED,10432.40623698586,804.8244729452205,33.534353039384186,771.2901199058363,0.0,0.0,0.0,804.8244729452205,33.534353039384186,771.2901199058363,4
38.218250407298875,32.72263523974825,38.218250407298875,relay,9,126,0,jpg,2400,1,59.0,RECEIVED,10481.981664013938,803.8044565779791,33.491852357415794,770.3126042205633,0.0,0.0,0.0,803.8044565779791,33.491852357415794,770.3126042205633,4
38.266687700184235,32.72263523974825,38.266687700184235,relay,9,127,0,jpg,2400,2,59.0,RECEIVED,10531.431493561427,802.7870151889864,33.449458966207764,769.3375562227786,0.0,0.0,0.0,802.7870151889864,33.449458966207764,769.3375562227786,4
38.315125369108415,32.72263523974825,38.315125369108415,relay,9,128,0,jpg,2400,3,59.0,RECEIVED,10580.75619209265,801.7721383933671,33.40717243305696,768.3649659603101,0.0,0.0,0.0,801.7721383933671,33.40717243305696,768.3649659603101,4
38.36356341407535,32.72263523974825,38.36356341407535,relay,9,129,0,jpg,2400,4,59.0,RECEIVED,10629.956232125705,800.7598165067488,33.364992354447864,767.394824152301,0.0,0.0,0.0,800.7598165067488,33.364992354447864,767.394824152301,4
38.41200183508899,32.72263523974825,38.41200183508899,relay,9,130,0,jpg,2400,5,59.0,RECEIVED,10679.03208380261,799.750039893458,33.32291832889408,766.4271215645639,0.0,0.0,0.0,799.750039893458,33.32291832889408,766.4271215645639,4
38.46044063215325,32.72263523974825,38.46044063215325,relay,9,131,0,jpg,2400,6,59.0,RECEIVED,10727.984214904196,798.7427989662142,33.28094995692559,765.4618490092886,0.0,0.0,0.0,798.7427989662142,33.28094995692559,765.4618490092886,4
38.50887980527208,32.72263523974825,38.50887980527208,relay,9,132,0,jpg,2400,7,59.0,RECEIVED,10776.813090864922,797.7380841858262,33.23908684107609,764.49899734475,0.0,0.0,0.0,797.7380841858262,33.23908684107609,764.49899734475,4
38.557319354449405,32.72263523974825,38.557319354449405,relay,9,133,0,jpg,2400,8,59.0,RECEIVED,10825.519174787572,796.7358860608913,33.19732858587047,763.5385574750209,0.0,0.0,0.0,796.7358860608913,33.19732858587047,763.5385574750209,4
38.60575927968915,32.72263523974825,38.60575927968915,relay,9,134,0,jpg,2400,9,59.0,RECEIVED,10874.102927457827,795.7361951474965,33.15567479781235,762.5805203496841,0.0,0.0,0.0,795.7361951474965,33.15567479781235,762.5805203496841,4
38.65419958099525,32.72263523974825,38.65419958099525,relay,9,135,0,jpg,2400,10,59.0,RECEIVED,10922.564807358749,794.7390020489214,33.114125085371725,761.6248769635497,0.0,0.0,0.0,794.7390020489214,33.114125085371725,761.6248769635497,4
38.70264025837161,32.72263523974825,38.70264025837161,relay,9,136,0,jpg,2400,11,59.0,RECEIVED,10970.90527068514,793.7442974153445,33.07267905897269,760.6716183563718,0.0,0.0,0.0,793.7442974153445,33.07267905897269,760.6716183563718,4
38.75108131182216,32.72263523974825,38.75108131182216,relay,9,137,0,jpg,2400,12,59.0,RECEIVED,11019.124771357803,792.75207194355,33.031336330981254,759.7207356125688,0.0,0.0,0.0,792.75207194355,33.031336330981254,759.7207356125688,4
38.79952274135082,32.72263523974825,38.79952274135082,relay,9,138,0,jpg,2400,13,59.0,RECEIVED,11067.22376103769,791.7623163766388,32.99009651569328,758.7722198609455,0.0,0.0,0.0,791.7623163766388,32.99009651569328,758.7722198609455,4
38.8479645469615,32.72263523974825,38.8479645469615,relay,9,139,0,jpg,2400,14,59.0,RECEIVED,11115.202689139953,790.7750215037398,32.94895922932249,757.8260622744173,0.0,0.0,0.0,790.7750215037398,32.94895922932249,757.8260622744173,4
38.89640672865811,32.72263523974825,38.89640672865811,relay,9,140,0,jpg,2400,15,59.0,RECEIVED,11163.062002847882,789.7901781597246,32.907924089988526,756.8822540697362,0.0,0.0,0.0,789.7901781597246,32.907924089988526,756.8822540697362,4
38.94484928644456,32.72263523974825,38.94484928644456,relay,9,141,0,jpg,2400,16,59.0,RECEIVED,11210.802147126742,788.807777224924,32.866990717705164,755.9407865072188,0.0,0.0,0.0,788.807777224924,32.866990717705164,755.9407865072188,4
38.99329222032476,32.72263523974825,38.99329222032476,relay,9,142,0,jpg,2400,17,59.0,RECEIVED,11258.423564737506,787.8278096248458,32.826158734368576,755.0016508904773,0.0,0.0,0.0,787.8278096248458,32.826158734368576,755.0016508904773,4
39.04173553030262,32.72263523974825,39.04173553030262,relay,9,143,0,jpg,2400,18,59.0,RECEIVED,11305.926696250499,786.8502663298966,32.78542776374569,754.0648385661509,0.0,0.0,0.0,786.8502663298966,32.78542776374569,754.0648385661509,4
