sim time[s],generated time[s],received time[s],queue_owner,ID UAV,ID pkt,priority,type,size file[bit],cnt packet_sent,total pkt,state,latency per pkt[s],total latency [s],throughput tot[bps],throughput RELAY [bps],throughput UAVs [bps],total load [bps],delta t msg,interval_time_ch_idle[s]
4.115200000000001,4.1024,4.115200000000001,queue,1,0,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,311.04199066874025,0.0,311.04199066874025,622.0839813374805,4,
4.14244458319036,4.12964458319036,4.14244458319036,queue,1,1,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,617.9925762648057,0.0,617.9925762648057,926.9888643972085,4,
4.162807481590501,4.1500074815905,4.162807481590501,queue,1,2,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,922.4543813236436,0.0,922.4543813236436,1229.9391750981913,4,
4.196312728086668,4.183512728086668,4.196312728086668,queue,1,3,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1220.118788032867,0.0,1220.118788032867,1525.1484850410839,4,
4.319729006716197,4.306929006716197,4.319729006716197,queue,1,4,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1481.5744205364397,0.0,1481.5744205364397,2074.2041887510154,4,
4.679191578473095,4.666391578473094,4.679191578473095,queue,1,6,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1641.309160183205,0.0,1641.309160183205,2461.9637402748076,4,
4.742021203972456,4.729221203972456,4.742021203972456,queue,1,8,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1889.489653166056,0.0,1889.489653166056,2699.270933094366,4,
8.1152,8.1024,8.1152,queue,1,9,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1261.8296529968454,0.0,1261.8296529968454,1892.7444794952683,4,
8.14244458319036,8.129644583190359,8.14244458319036,queue,1,10,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1414.8085236935383,0.0,1414.8085236935383,2043.6123120017776,4,
8.1628074815905,8.1500074815905,8.1628074815905,queue,1,11,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1568.087943868297,0.0,1568.087943868297,2195.3231214156162,4,
8.196312728086669,8.183512728086669,8.196312728086669,queue,1,12,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1717.8456297490259,0.0,1717.8456297490259,2342.5167678395806,4,
8.319729006716196,8.306929006716196,8.319729006716196,queue,1,13,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1846.2139797582909,0.0,1846.2139797582909,2615.4698046575786,4,
8.679191578473095,8.666391578473094,8.679191578473095,queue,1,15,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1917.2292545393298,0.0,1917.2292545393298,2802.1042950959436,4,
8.742021203972456,8.729221203972456,8.742021203972456,queue,1,17,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,2049.8691986536232,0.0,2049.8691986536232,2928.384569505176,4,
12.1152,12.1024,12.1152,queue,1,18,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1584.7860538827258,0.0,1584.7860538827258,2324.352879027998,4,
12.14244458319036,12.129644583190359,12.14244458319036,queue,1,19,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1686.6455399229826,0.0,1686.6455399229826,2424.5529636392876,4,
12.1628074815905,12.1500074815905,12.1628074815905,queue,1,20,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1789.060628718798,0.0,1789.060628718798,2525.7326523088914,4,
12.196312728086669,12.183512728086669,12.196312728086669,queue,1,21,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1889.0955417157843,0.0,1889.0955417157843,2623.7438079385893,4,
12.319729006716196,12.306929006716196,12.319729006716196,queue,1,22,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,1974.0693960672156,0.0,1974.0693960672156,2805.25651020078,4,
12.679191578473095,12.666391578473094,12.679191578473095,queue,1,24,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,2019.0561710151956,0.0,2019.0561710151956,2927.6314479720336,4,
12.742021203972456,12.729221203972456,12.742021203972456,queue,1,26,0,json,1280,1,1,RECEIVED,0.012800000000000367,0.012800000000000367,2109.5554284291948,0.0,2109.5554284291948,3013.650612041707,4,
16.115199999999998,16.1024,16.115199999999998,queue,1,27,0,json,1280,1,1,RECEIVED,0.01279999999999859,0.01279999999999859,1747.4185861795077,0.0,1747.4185861795077,2541.6997617156476,4,
16.142444583190358,16.12964458319036,16.142444583190358,queue,1,28,0,json,1280,1,1,RECEIVED,0.01279999999999859,0.01279999999999859,1823.7634237045368,0.0,1823.7634237045368,2616.7040427065094,4,
16.162807481590498,16.1500074815905,16.162807481590498,queue,1,29,0,json,1280,1,1,RECEIVED,0.01279999999999859,0.01279999999999859,1900.6598968025946,0.0,1900.6598968025946,2692.601520470342,4,
16.196312728086667,16.18351272808667,16.196312728086667,queue,1,30,0,json,1280,1,1,RECEIVED,0.01279999999999859,0.01279999999999859,1975.758343101608,0.0,1975.758343101608,2766.0616803422513,4,
16.319729006716194,16.306929006716196,16.319729006716194,queue,1,31,0,json,1280,1,1,RECEIVED,0.01279999999999859,0.01279999999999859,2039.2495479737443,0.0,2039.2495479737443,2902.0089721164823,4,
