<<<<<<< HEAD
,Time_stamp [s],id_drone,T_amb [°C],T-right,T-left,wind speed [m/s],wind angle[°],position_x [m],position_y [m],UAV speed [m/s],battery level [%],waypoint distance [m],distance from GS [m],bitrate [Mbps]
31,12.0,2.0,1.0,-9.0,1.0,10.0,-180.0,25.09483939225046,9.720982707284524,3.163264115835398,66.14399278388855,467.2529760831059,40.367797253081356,0.1
32,12.0,3.0,1.0,-9.0,1.0,10.0,-180.0,25.36563153306877,5.8955276414749695,3.060988883212495,66.14399278388855,762.4290846409538,39.06261826601384,0.1
33,12.0,4.0,1.0,-9.0,1.0,10.0,-180.0,25.44219165081457,4.223801348279765,3.0314473345291746,66.14399278388855,1064.1257677580122,38.6856256393721,0.1
34,12.0,5.0,1.0,-9.0,1.0,10.0,-180.0,25.473951633902832,3.289279779117228,3.019107574517097,66.14399278388855,1368.1911771440248,38.52815256343591,0.1
35,12.0,6.0,1.0,-9.0,1.0,10.0,-180.0,14.062644484353902,49.026992977679114,5.995088030320987,66.14399278388855,506.08957719522226,76.5059410976372,0.1
36,12.0,7.0,1.0,-9.0,1.0,10.0,-180.0,22.41232795339208,26.045576430211494,4.03885807160571,66.14399278388855,672.1068075070135,51.54163477920422,0.1
37,12.0,8.0,1.0,-9.0,1.0,10.0,-180.0,24.225365605392046,16.891514689697193,3.471343683319853,66.14399278388855,906.7278907173194,44.29933539299577,0.1
38,12.0,9.0,1.0,-9.0,1.0,10.0,-180.0,24.82936343694889,12.366186868011656,3.2604185818770413,66.14399278388855,1173.4340461209922,41.607627897562566,0.1
39,12.0,10.0,1.0,-9.0,1.0,10.0,-180.0,25.09483939225046,9.720982707284524,3.163264115835398,66.14399278388855,1455.582657920093,40.367797253081356,0.1
40,15.0,1.0,1.0,-9.0,1.0,10.0,-180.0,27.64737042082907,32.12926836014314,4.03885807160571,65.63260946057382,193.1021905072411,63.58066291904651,0.1
41,15.0,2.0,1.0,-9.0,1.0,10.0,-180.0,30.95645939911185,11.991597228171587,3.163264115835398,65.63260946057382,460.9669376321178,49.796854929563516,0.1
42,15.0,3.0,1.0,-9.0,1.0,10.0,-180.0,31.290502816637336,7.272597334335634,3.060988883212495,65.63260946057382,756.3462875322339,48.186813929093645,0.1
43,15.0,4.0,1.0,-9.0,1.0,10.0,-180.0,31.384945747295063,5.210391383828284,3.0314473345291746,65.63260946057382,1058.1016756148358,47.72176385413667,0.1
44,15.0,5.0,1.0,-9.0,1.0,10.0,-180.0,31.424124186001954,4.057585479746345,3.019107574517097,65.63260946057382,1362.1916065719442,47.52750842155649,0.1
45,15.0,6.0,1.0,-9.0,1.0,10.0,-180.0,17.347378726738533,60.47865435005521,5.995088030320987,65.63260946057382,494.17613826136846,94.376099498418,0.1
46,15.0,7.0,1.0,-9.0,1.0,10.0,-180.0,27.64737042082907,32.12926836014314,4.03885807160571,65.63260946057382,664.0807887471186,63.58066291904651,0.1
47,15.0,8.0,1.0,-9.0,1.0,10.0,-180.0,29.883895053878927,20.837012762177302,3.471343683319853,65.63260946057382,899.8296365498262,54.646716644235596,0.1
48,15.0,9.0,1.0,-9.0,1.0,10.0,-180.0,30.628973914814573,15.254664742729918,3.2604185818770413,65.63260946057382,1166.954942315086,51.32628360642165,0.1
49,15.0,10.0,1.0,-9.0,1.0,10.0,-180.0,30.95645939911185,11.991597228171587,3.163264115835398,65.63260946057382,1449.2966194691046,49.796854929563516,0.1
50,18.0,1.0,1.0,-9.0,1.0,10.0,-180.0,32.202798378955244,37.423173897418685,4.03885807160571,65.18761404690952,186.1181114899852,74.05678144493038,0.1
51,18.0,2.0,1.0,-9.0,1.0,10.0,-180.0,36.05712244535476,13.967440009756569,3.163264115835398,65.18761404690952,455.49695424925005,58.00183000386515,0.1
52,18.0,3.0,1.0,-9.0,1.0,10.0,-180.0,36.44620584318438,8.470895498708874,3.060988883212495,65.18761404690952,751.0531606502587,56.126504252056186,0.1
53,18.0,4.0,1.0,-9.0,1.0,10.0,-180.0,36.556210035554045,6.068902056683778,3.0314473345291746,65.18761404690952,1052.859632605242,55.58482836852711,0.1
54,18.0,5.0,1.0,-9.0,1.0,10.0,-180.0,36.60184386413435,4.7261495440885275,3.019107574517097,65.18761404690952,1356.9709017370155,55.35856567394973,0.1
55,18.0,6.0,1.0,-9.0,1.0,10.0,-180.0,20.20568795648184,70.4436582076564,5.995088030320987,65.18761404690952,483.8093049196559,109.92634951098677,0.1
56,18.0,7.0,1.0,-9.0,1.0,10.0,-180.0,32.202798378955244,37.423173897418685,4.03885807160571,65.18761404690952,657.0967097298627,74.05678144493038,0.1
57,18.0,8.0,1.0,-9.0,1.0,10.0,-180.0,34.80783280832039,24.27030529798903,3.471343683319853,65.18761404690952,893.8269154463538,63.6507982994444,0.1
58,18.0,9.0,1.0,-9.0,1.0,10.0,-180.0,35.67567752446944,17.768159704569754,3.2604185818770413,65.18761404690952,1161.3169573694788,59.78326102483302,0.1
59,18.0,10.0,1.0,-9.0,1.0,10.0,-180.0,36.05712244535476,13.967440009756569,3.163264115835398,65.18761404690952,1443.8266360862372,58.00183000386515,0.1
60,21.0,1.0,1.0,-9.0,1.0,10.0,-180.0,39.44216362524942,45.83610811918634,4.03885807160571,64.4804391421467,175.01919841756944,90.705151053554,0.1
61,21.0,2.0,1.0,-9.0,1.0,10.0,-180.0,44.1629608274893,17.107396935127685,3.163264115835398,64.4804391421467,446.8042017869702,71.04095869728486,0.1
62,21.0,3.0,1.0,-9.0,1.0,10.0,-180.0,44.63951230169573,10.375199148245692,3.060988883212495,64.4804391421467,742.6414638468354,68.74404945719125,0.1
63,21.0,4.0,1.0,-9.0,1.0,10.0,-180.0,44.77424603830612,7.433224439953165,3.0314473345291746,64.4804391421467,1044.5291169364482,68.08060187171783,0.1
64,21.0,5.0,1.0,-9.0,1.0,10.0,-180.0,44.83013860119864,5.788613816778036,3.019107574517097,64.4804391421467,1348.674296129254,67.80347408559214,0.1
65,21.0,6.0,1.0,-9.0,1.0,10.0,-180.0,24.748037147638218,86.27977794635586,5.995088030320987,64.4804391421467,467.33460842615943,134.63839425123152,0.1
66,21.0,7.0,1.0,-9.0,1.0,10.0,-180.0,39.44216362524942,45.83610811918634,4.03885807160571,64.4804391421467,645.997796657447,90.705151053554,0.1
67,21.0,8.0,1.0,-9.0,1.0,10.0,-180.0,42.63282404560515,29.726402703673912,3.471343683319853,64.4804391421467,884.287550333103,77.95984596932045,0.1
68,21.0,9.0,1.0,-9.0,1.0,10.0,-180.0,43.69576500163176,21.76253920979709,3.2604185818770413,64.4804391421467,1152.3572212811155,73.22286515737765,0.1
69,21.0,10.0,1.0,-9.0,1.0,10.0,-180.0,44.1629608274893,17.107396935127685,3.163264115835398,64.4804391421467,1435.1338836239572,71.04095869728486,0.1
70,24.0,1.0,1.0,-9.0,1.0,10.0,-180.0,42.07654489912069,48.89754729487659,4.03885807160571,64.22310051326448,170.98034034596373,96.76343816096258,0.1
71,24.0,2.0,1.0,-9.0,1.0,10.0,-180.0,47.112648834162705,18.250016963754426,3.163264115835398,64.22310051326448,443.6409376711348,75.78585487103796,0.1
72,24.0,3.0,1.0,-9.0,1.0,10.0,-180.0,47.621029654538205,11.068169001738376,3.060988883212495,64.22310051326448,739.5804749636229,73.33553278200998,0.1
73,24.0,4.0,1.0,-9.0,1.0,10.0,-180.0,47.76476239120492,7.929696881352379,3.0314473345291746,64.22310051326448,1041.4976696019191,72.62777287351157,0.1
74,24.0,5.0,1.0,-9.0,1.0,10.0,-180.0,47.824388073873315,6.175241081587375,3.019107574517097,64.22310051326448,1345.6551885547367,72.3321354473678,0.1
75,24.0,6.0,1.0,-9.0,1.0,10.0,-180.0,26.400983123073317,92.0424899896208,5.995088030320987,64.22310051326448,461.33952039583846,143.631026296713,0.1
76,24.0,7.0,1.0,-9.0,1.0,10.0,-180.0,42.07654489912069,48.89754729487659,4.03885807160571,64.22310051326448,641.9589385858412,96.76343816096258,0.1
77,24.0,8.0,1.0,-9.0,1.0,10.0,-180.0,45.48031269721891,31.711858658021793,3.471343683319853,64.22310051326448,880.8162066497832,83.16686149430022,0.1
78,24.0,9.0,1.0,-9.0,1.0,10.0,-180.0,46.61424853517931,23.216080813419403,3.2604185818770413,64.22310051326448,1149.0968026992384,78.11349303019321,0.1
79,24.0,10.0,1.0,-9.0,1.0,10.0,-180.0,47.112648834162705,18.250016963754426,3.163264115835398,64.22310051326448,1431.970619508122,75.78585487103796,0.1
80,27.0,1.0,1.0,-9.0,1.0,10.0,-180.0,47.31158736655769,54.981239224808256,4.03885807160571,63.711717189949766,162.95432158606886,108.8024663008049,0.1
81,27.0,2.0,1.0,-9.0,1.0,10.0,-180.0,52.97426884102409,20.520631484641488,3.163264115835398,63.711717189949766,437.35489922014676,85.2149125475201,0.1
82,27.0,3.0,1.0,-9.0,1.0,10.0,-180.0,53.5459009381068,12.445238694599041,3.060988883212495,63.711717189949766,733.4976778549031,82.45972844508982,0.1
83,27.0,4.0,1.0,-9.0,1.0,10.0,-180.0,53.707516487685425,8.9162869169009,3.0314473345291746,63.711717189949766,1035.4735774587425,81.66391108827615,0.1
84,27.0,5.0,1.0,-9.0,1.0,10.0,-180.0,53.774560625972434,6.943546782216492,3.019107574517097,63.711717189949766,1339.6556179826564,81.33149130548837,0.1
85,27.0,6.0,1.0,-9.0,1.0,10.0,-180.0,29.685717365457947,103.4941513619969,5.995088030320987,63.711717189949766,449.4260814619846,161.50118469749378,0.1
86,27.0,7.0,1.0,-9.0,1.0,10.0,-180.0,47.31158736655769,54.981239224808256,4.03885807160571,63.711717189949766,633.9329198259464,108.8024663008049,0.1
87,27.0,8.0,1.0,-9.0,1.0,10.0,-180.0,51.13884214570579,35.65735673050192,3.471343683319853,63.711717189949766,873.9179524822899,93.51424274554006,0.1
88,27.0,9.0,1.0,-9.0,1.0,10.0,-180.0,52.413859013044984,26.104558688137665,3.2604185818770413,63.711717189949766,1142.6176988933325,87.8321487390523,0.1
89,27.0,10.0,1.0,-9.0,1.0,10.0,-180.0,52.97426884102409,20.520631484641488,3.163264115835398,63.711717189949766,1425.6845810571338,85.2149125475201,0.1
90,30.0,1.0,1.0,-9.0,1.0,10.0,-180.0,51.86701532468388,60.27514476208379,4.03885807160571,63.26672177628545,155.97024256881295,119.27858482668876,0.1
91,30.0,2.0,1.0,-9.0,1.0,10.0,-180.0,58.074931887267,22.49647426622646,3.163264115835398,63.26672177628545,431.884915837279,93.41988762182176,0.1
92,30.0,3.0,1.0,-9.0,1.0,10.0,-180.0,58.70160396465384,13.64353685897228,3.060988883212495,63.26672177628545,728.2045509729281,90.39941876805237,0.1
93,30.0,4.0,1.0,-9.0,1.0,10.0,-180.0,58.87878077594441,9.774797589756393,3.0314473345291746,63.26672177628545,1030.231534449149,89.52697560266662,0.1
94,30.0,5.0,1.0,-9.0,1.0,10.0,-180.0,58.95228030410482,7.612110846558675,3.019107574517097,63.26672177628545,1334.4349131477277,89.16254855788159,0.1
95,30.0,6.0,1.0,-9.0,1.0,10.0,-180.0,32.54402659520125,113.45915521959806,5.995088030320987,63.26672177628545,439.05924812027206,177.0514347100625,0.1
96,30.0,7.0,1.0,-9.0,1.0,10.0,-180.0,51.86701532468388,60.27514476208379,4.03885807160571,63.26672177628545,626.9488408086905,119.27858482668876,0.1
97,30.0,8.0,1.0,-9.0,1.0,10.0,-180.0,56.06277990014725,39.09064926631365,3.471343683319853,63.26672177628545,867.9152313788175,102.51832440074887,0.1
98,30.0,9.0,1.0,-9.0,1.0,10.0,-180.0,57.460562622699854,28.6180536499775,3.2604185818770413,63.26672177628545,1136.9797139477248,96.28912615746367,0.1
99,30.0,10.0,1.0,-9.0,1.0,10.0,-180.0,58.074931887267,22.49647426622646,3.163264115835398,63.26672177628545,1420.214597674266,93.41988762182176,0.1
100,33.0,1.0,1.0,-9.0,1.0,10.0,-180.0,59.16916540306939,68.76104182583256,4.03885807160571,62.55341375678892,144.77507196967485,136.07134072539588,0.1
101,33.0,2.0,1.0,-9.0,1.0,10.0,-180.0,66.25106976175583,25.66366309130514,3.163264115835398,62.55341375678892,423.11677375378406,106.57210074706407,0.1
102,33.0,3.0,1.0,-9.0,1.0,10.0,-180.0,66.96596849977401,15.564355959908411,3.060988883212495,62.55341375678892,719.7199020592798,103.12639213852478,0.1
103,33.0,4.0,1.0,-9.0,1.0,10.0,-180.0,67.16808932718646,11.150952329708689,3.0314473345291746,62.55341375678892,1021.8287707296347,102.13112118193824,0.1
104,33.0,5.0,1.0,-9.0,1.0,10.0,-180.0,67.25193656056875,8.683789551549136,3.019107574517097,62.55341375678892,1326.0663535809806,101.71538790800192,0.1
105,33.0,6.0,1.0,-9.0,1.0,10.0,-180.0,37.12577021136097,129.4326168501549,5.995088030320987,62.55341375678892,422.44167155125666,201.97779956358568,0.1
106,33.0,7.0,1.0,-9.0,1.0,10.0,-180.0,59.16916540306939,68.76104182583256,4.03885807160571,62.55341375678892,615.7536702095524,136.07134072539588,0.1
107,33.0,8.0,1.0,-9.0,1.0,10.0,-180.0,63.95563492717526,44.594065759768725,3.471343683319853,62.55341375678892,858.2931342280859,116.95147012684608,0.1
108,33.0,9.0,1.0,-9.0,1.0,10.0,-180.0,65.5502059004718,32.647075204336566,3.2604185818770413,62.55341375678892,1127.942272769654,109.84528792456994,0.1
109,33.0,10.0,1.0,-9.0,1.0,10.0,-180.0,66.25106976175583,25.66366309130514,3.163264115835398,62.55341375678892,1411.4464555907712,106.57210074706407,0.1
110,36.0,1.0,1.0,-9.0,1.0,10.0,-180.0,61.80354667694066,71.82248100152282,4.03885807160571,62.29607512790671,140.73621389806914,142.12962783280443,0.1
111,36.0,2.0,1.0,-9.0,1.0,10.0,-180.0,69.20075776842924,26.80628311993188,3.163264115835398,62.29607512790671,419.9535096379487,111.31699692081718,0.1
112,36.0,3.0,1.0,-9.0,1.0,10.0,-180.0,69.94748585261648,16.257325813401096,3.060988883212495,62.29607512790671,716.6589131760672,107.71787546334353,0.1
113,36.0,4.0,1.0,-9.0,1.0,10.0,-180.0,70.15860568008526,11.647424771107904,3.0314473345291746,62.29607512790671,1018.7973233951055,106.678292183732,0.1
114,36.0,5.0,1.0,-9.0,1.0,10.0,-180.0,70.24618603324342,9.070416816358474,3.019107574517097,62.29607512790671,1323.0472460064636,106.24404926977756,0.1
115,36.0,6.0,1.0,-9.0,1.0,10.0,-180.0,38.778716186796075,135.19532889341983,5.995088030320987,62.29607512790671,416.44658352093563,210.97043160906716,0.1
116,36.0,7.0,1.0,-9.0,1.0,10.0,-180.0,61.80354667694066,71.82248100152282,4.03885807160571,62.29607512790671,611.7148121379468,142.12962783280443,0.1
117,36.0,8.0,1.0,-9.0,1.0,10.0,-180.0,66.80312357878903,46.57952171411661,3.471343683319853,62.29607512790671,854.8217905447661,122.15848565182586,0.1
118,36.0,9.0,1.0,-9.0,1.0,10.0,-180.0,68.46868943401934,34.10061680795888,3.2604185818770413,62.29607512790671,1124.681854187777,114.73591579738552,0.1
119,36.0,10.0,1.0,-9.0,1.0,10.0,-180.0,69.20075776842924,26.80628311993188,3.163264115835398,62.29607512790671,1408.2831914749356,111.31699692081718,0.1
120,39.0,1.0,1.0,-9.0,1.0,10.0,-180.0,67.03858914437768,77.90617293145446,4.03885807160571,61.784691804591986,132.71019513817427,154.16865597264677,0.1
121,39.0,2.0,1.0,-9.0,1.0,10.0,-180.0,75.06237777529063,29.076897640818935,3.163264115835398,61.784691804591986,413.6674711869606,120.74605459729932,0.1
122,39.0,3.0,1.0,-9.0,1.0,10.0,-180.0,75.87235713618506,17.63439550626176,3.060988883212495,61.784691804591986,710.5761160673474,116.84207112642335,0.1
123,39.0,4.0,1.0,-9.0,1.0,10.0,-180.0,76.10135977656576,12.634014806656424,3.0314473345291746,61.784691804591986,1012.773231251929,115.71443039849657,0.1
124,39.0,5.0,1.0,-9.0,1.0,10.0,-180.0,76.19635858534254,9.838722516987591,3.019107574517097,61.784691804591986,1317.0476754343833,115.24340512789816,0.1
125,39.0,6.0,1.0,-9.0,1.0,10.0,-180.0,42.0634504291807,146.64699026579598,5.995088030320987,61.784691804591986,404.5331445870818,228.84059000984803,0.1
126,39.0,7.0,1.0,-9.0,1.0,10.0,-180.0,67.03858914437768,77.90617293145446,4.03885807160571,61.784691804591986,603.6887933780517,154.16865597264677,0.1
127,39.0,8.0,1.0,-9.0,1.0,10.0,-180.0,72.4616530272759,50.52501978659673,3.471343683319853,61.784691804591986,847.9235363772729,132.50586690306568,0.1
128,39.0,9.0,1.0,-9.0,1.0,10.0,-180.0,74.26829991188504,36.98909468267714,3.2604185818770413,61.784691804591986,1118.2027503818708,124.4545715062446,0.1
129,39.0,10.0,1.0,-9.0,1.0,10.0,-180.0,75.06237777529063,29.076897640818935,3.163264115835398,61.784691804591986,1401.9971530239475,120.74605459729932,0.1
130,42.0,1.0,1.0,-9.0,1.0,10.0,-180.0,71.59401710250386,83.20007846872997,4.03885807160571,61.33969639092768,125.72611612091839,164.64477449853058,0.1
131,42.0,2.0,1.0,-9.0,1.0,10.0,-180.0,80.16304082153354,31.052740422403907,3.163264115835398,61.33969639092768,408.1974878040929,128.95102967160096,0.1
132,42.0,3.0,1.0,-9.0,1.0,10.0,-180.0,81.0280601627321,18.832693670635003,3.060988883212495,61.33969639092768,705.2829891853725,124.78176144938587,0.1
133,42.0,4.0,1.0,-9.0,1.0,10.0,-180.0,81.27262406482473,13.492525479511919,3.0314473345291746,61.33969639092768,1007.5311882423355,123.57749491288699,0.1
134,42.0,5.0,1.0,-9.0,1.0,10.0,-180.0,81.37407826347493,10.507286581329772,3.019107574517097,61.33969639092768,1311.8269705994544,123.07446238029137,0.1
135,42.0,6.0,1.0,-9.0,1.0,10.0,-180.0,44.92175965892402,156.6119941233972,5.995088030320987,61.33969639092768,394.16631124536923,244.39084002241688,0.1
136,42.0,7.0,1.0,-9.0,1.0,10.0,-180.0,71.59401710250386,83.20007846872997,4.03885807160571,61.33969639092768,596.704714360796,164.64477449853058,0.1
137,42.0,8.0,1.0,-9.0,1.0,10.0,-180.0,77.38559078171737,53.95831232240846,3.471343683319853,61.33969639092768,841.9208152738004,141.5099485582745,0.1
138,42.0,9.0,1.0,-9.0,1.0,10.0,-180.0,79.31500352153991,39.50258964451697,3.2604185818770413,61.33969639092768,1112.5647654362633,132.911548924656,0.1
139,42.0,10.0,1.0,-9.0,1.0,10.0,-180.0,80.16304082153354,31.052740422403907,3.163264115835398,61.33969639092768,1396.5271696410798,128.95102967160096,0.1
140,45.0,1.0,1.0,-9.0,1.0,10.0,-180.0,78.87861271830505,91.66557532693645,4.03885807160571,60.62810317307243,114.55785885570222,181.39716039635482,0.1
141,45.0,2.0,1.0,-9.0,1.0,10.0,-180.0,88.31952315554987,34.212315284864644,3.163264115835398,60.62810317307243,399.4504244467932,142.07162470755046,0.1
142,45.0,3.0,1.0,-9.0,1.0,10.0,-180.0,89.27255705935436,20.748895097779627,3.060988883212495,60.62810317307243,696.8187374766976,137.47813901239815,0.1
143,45.0,4.0,1.0,-9.0,1.0,10.0,-180.0,89.54200501183371,14.865371925792708,3.0314473345291746,60.62810317307243,999.148624874736,136.15133996428625,0.1
144,45.0,5.0,1.0,-9.0,1.0,10.0,-180.0,89.65378203968953,11.576388956947754,3.019107574517097,60.62810317307243,1303.4785291573999,135.59712454337324,0.1
145,45.0,6.0,1.0,-9.0,1.0,10.0,-180.0,49.49248870457815,172.54705534701563,5.995088030320987,60.62810317307243,377.5886835438778,269.2572815746539,0.1
146,45.0,7.0,1.0,-9.0,1.0,10.0,-180.0,78.87861271830505,91.66557532693645,4.03885807160571,60.62810317307243,585.5364570955797,181.39716039635482,0.1
147,45.0,8.0,1.0,-9.0,1.0,10.0,-180.0,85.25947128387695,59.44849853192207,3.471343683319853,60.62810317307243,832.3218497682149,155.90839681665287,0.1
148,45.0,9.0,1.0,-9.0,1.0,10.0,-180.0,87.38519919296088,43.52192537930673,3.2604185818770413,60.62810317307243,1103.5490503828703,146.4351215047457,0.1
149,45.0,10.0,1.0,-9.0,1.0,10.0,-180.0,88.31952315554987,34.212315284864644,3.163264115835398,60.62810317307243,1387.78010628378,142.07162470755046,0.1
150,48.0,1.0,1.0,-9.0,1.0,10.0,-180.0,81.51299399217632,94.7270145026267,4.03885807160571,60.37076454419022,110.5190007840965,187.4554475037634,0.1
151,48.0,2.0,1.0,-9.0,1.0,10.0,-180.0,91.26921116222329,35.35493531349139,3.163264115835398,60.37076454419022,396.28716033095776,146.81652088130355,0.1
152,48.0,3.0,1.0,-9.0,1.0,10.0,-180.0,92.25407441219683,21.44186495127231,3.060988883212495,60.37076454419022,693.7577485934851,142.0696223372169,0.1
153,48.0,4.0,1.0,-9.0,1.0,10.0,-180.0,92.5325213647325,15.361844367191923,3.0314473345291746,60.37076454419022,996.1171775402069,140.69851096608002,0.1
154,48.0,5.0,1.0,-9.0,1.0,10.0,-180.0,92.6480315123642,11.963016221757092,3.019107574517097,60.37076454419022,1300.4594215828827,140.1257859051489,0.1
155,48.0,6.0,1.0,-9.0,1.0,10.0,-180.0,51.14543468001325,178.30976739028057,5.995088030320987,60.37076454419022,371.59359551355686,278.24991362013543,0.1
156,48.0,7.0,1.0,-9.0,1.0,10.0,-180.0,81.51299399217632,94.7270145026267,4.03885807160571,60.37076454419022,581.497599023974,187.4554475037634,0.1
157,48.0,8.0,1.0,-9.0,1.0,10.0,-180.0,88.10695993549072,61.433954486269954,3.471343683319853,60.37076454419022,828.8505060848948,161.11541234163266,0.1
158,48.0,9.0,1.0,-9.0,1.0,10.0,-180.0,90.30368272650843,44.97546698292904,3.2604185818770413,60.37076454419022,1100.288631800993,151.32574937756124,0.1
159,48.0,10.0,1.0,-9.0,1.0,10.0,-180.0,91.26921116222329,35.35493531349139,3.163264115835398,60.37076454419022,1384.6168421679447,146.81652088130355,0.1
160,51.0,1.0,1.0,-9.0,1.0,10.0,-180.0,86.74803645961332,100.81070643255836,4.03885807160571,59.859381220875505,102.49298202420162,199.4944756436057,0.1
161,51.0,2.0,1.0,-9.0,1.0,10.0,-180.0,97.13083116908466,37.62554983437845,3.163264115835398,59.859381220875505,390.0011218799697,156.24557855778568,0.1
162,51.0,3.0,1.0,-9.0,1.0,10.0,-180.0,98.17894569576538,22.81893464413298,3.060988883212495,59.859381220875505,687.6749514847652,151.19381800029666,0.1
163,51.0,4.0,1.0,-9.0,1.0,10.0,-180.0,98.47527546121297,16.348434402740445,3.0314473345291746,59.859381220875505,990.0930853970304,149.7346491808445,0.1
